Date,NVDA,Nasdaq,AMD,META,GOOGL,GOOG,TSLA,MSFT,AMZN,AAPL,INTC,AVGO
2023-05-16,29.1920108795166,12343.0498046875,101.4800033569336,237.5169677734375,118.79753875732422,119.38038635253906,166.52000427246094,306.2971496582031,113.4000015258789,170.36427307128906,28.636310577392578,61.99452590942383
2023-05-17,30.156320571899414,12500.5703125,103.75,241.16697692871094,120.11959838867188,120.76216888427734,173.86000061035156,309.19219970703125,115.5,170.97813415527344,28.293302536010742,63.54380798339844
2023-05-18,31.655241012573242,12688.83984375,107.93000030517578,245.50315856933594,122.09774017333984,122.79010772705078,176.88999938964844,313.6429443359375,118.1500015258789,173.31472778320312,29.087121963500977,65.51836395263672
2023-05-19,31.24153709411621,12657.900390625,105.81999969482422,244.2997589111328,122.02815246582031,122.52171325683594,180.13999938964844,313.4657287597656,116.25,173.4236297607422,29.332128524780273,65.93877410888672
2023-05-22,31.15360450744629,12720.7802734375,108.0,246.9651336669922,124.30451202392578,125.12623596191406,188.8699951171875,316.26226806640625,115.01000213623047,172.47314453125,29.675134658813477,65.56377410888672
2023-05-23,30.665950775146484,12560.25,108.12000274658203,245.39376831054688,121.829345703125,122.56147766113281,185.77000427246094,310.43292236328125,114.98999786376953,169.85934448242188,28.920516967773438,66.34952545166016
2023-05-24,30.51605987548828,12484.16015625,108.2699966430664,247.8502960205078,120.17924499511719,120.92123413085938,182.89999389648438,309.04449462890625,116.75,170.1365509033203,28.420705795288086,65.6758804321289
2023-05-25,37.95271301269531,12698.08984375,120.3499984741211,251.31130981445312,122.74385833740234,123.6152114868164,184.47000122070312,320.9296875,115.0,171.27516174316406,26.852664947509766,70.43778991699219
2023-05-26,38.91801834106445,12975.6904296875,127.02999877929688,260.6102600097656,123.86712646484375,124.6888198852539,193.1699981689453,327.79296875,120.11000061035156,173.69094848632812,28.420705795288086,78.5495376586914
2023-05-30,40.082183837890625,13017.4296875,125.2699966430664,261.0876770019531,122.93273162841797,123.90349578857422,201.16000366210938,326.1386413574219,121.66000366210938,175.54241943359375,29.390928268432617,77.64199829101562
2023-05-31,37.806819915771484,12935.2900390625,118.20999908447266,263.2756652832031,122.13751220703125,122.64100646972656,203.92999267578125,323.3618469238281,120.58000183105469,175.492919921875,30.81196403503418,78.08850860595703
2023-06-01,39.74142837524414,13100.98046875,119.47000122070312,271.1225891113281,122.982421875,123.63509368896484,207.52000427246094,327.4877014160156,122.7699966430664,178.30474853515625,30.508155822753906,76.34788513183594
2023-06-02,39.29874801635742,13240.76953125,117.86000061035156,271.1225891113281,123.92676544189453,124.49002075195312,213.97000122070312,330.2645263671875,124.25,179.15623474121094,30.684560775756836,78.4789810180664
2023-06-05,39.14285659790039,13229.4296875,117.93000030517578,269.9093017578125,125.2587890625,125.88174438476562,217.61000061035156,330.7962646484375,125.30000305175781,177.79983520507812,29.263526916503906,77.5414810180664
2023-06-06,38.626224517822266,13276.419921875,124.2300033569336,269.6407165527344,126.55103302001953,127.15418243408203,221.30999755859375,328.5708312988281,126.61000061035156,177.43350219726562,30.341550827026367,76.35269927978516
2023-06-07,37.45195007324219,13104.900390625,117.83000183105469,262.1617736816406,121.76969909667969,122.21353912353516,224.57000732421875,318.4285583496094,121.2300033569336,176.0572509765625,30.655162811279297,76.60689544677734
